原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析,,,,,,
1,c_sgn_001,choice_image,,右彎,左彎,連續彎路先向右,1,c_sgn_001.webp,此為「右彎」警告標誌，提醒駕駛前方道路有向右的急彎，應減速慢行,,,,,,
2,c_sgn_002,choice_image,,左彎,右彎,連續彎路先向左,1,c_sgn_002.webp,此為「左彎」警告標誌，提醒駕駛前方道路有向左的急彎，應減速慢行,,,,,,
3,c_sgn_003,choice_image,,連續彎路先向右,左彎,連續彎路先向左,1,c_sgn_003.webp,此為「連續彎路先向右」警告標誌，提醒駕駛前方有連續彎路，且第一個彎向右,,,,,,
4,c_sgn_004,choice_image,,連續彎路先向左,右彎,連續彎路先向右,1,c_sgn_004.webp,此為「連續彎路先向左」警告標誌，提醒駕駛前方有連續彎路，且第一個彎向左,,,,,,
5,c_sgn_005,choice_image,,雙向道,狹路,岔路,3,c_sgn_005.webp,此為「岔路」警告標誌，表示前方路口為Ｙ字形分岔路，駕駛應注意行車方向,,,,,,
6,c_sgn_006,choice_image,,岔路,雙向道,此路不通,1,c_sgn_006.webp,此為「岔路」警告標誌，提醒駕駛前方有道路交會或分岔，應注意路況,,,,,,
7,c_sgn_007,choice_image,,右側車道縮減,狹路,匝道會車,1,c_sgn_007.webp,此為「右側車道縮減」警告標誌，提醒前方道路右側車道將縮減或封閉,,,,,,
8,c_sgn_008,choice_image,,狹路,狹橋,岔路,1,c_sgn_008.webp,此為「狹路」警告標誌，表示前方道路路幅將變窄，會車時應小心慢行,,,,,,
9,c_sgn_009,choice_image,,岔路,狹橋,匝道會車,3,c_sgn_009.webp,此為「匝道會車」警告標誌，提醒駕駛前方有車輛將從匝道匯入主車道，應注意禮讓,,,,,,
10,c_sgn_010,choice_image,,單行道,雙向道,狹路,2,c_sgn_010.webp,此為「雙向道」警告標誌，表示單行道將變為雙向道，或提醒穿越雙向道路,,,,,,
11,c_sgn_011,choice_image,,左彎,圓環,岔路,2,c_sgn_011.webp,此為「圓環」警告標誌，提醒駕駛前方為圓環交叉路口，應依規定禮讓車輛,,,,,,
12,c_sgn_012,choice_image,,路面顛簸,路面高突,路面低窪,1,c_sgn_012.webp,此為「路面顛簸」警告標誌，提醒駕駛前方路面不平整，行車應減速慢行,,,,,,
13,c_sgn_013,choice_image,,岔路,狹橋,狹路,2,c_sgn_013.webp,此為「狹橋」警告標誌，提醒駕駛前方橋樑寬度狹窄，會車時需特別注意,,,,,,
14,c_sgn_014,choice_image,,路面顛簸,險升坡,路面高突,3,c_sgn_014.webp,此為「路面高突」警告標誌，提醒駕駛前方路面有隆起，行車應減速,,,,,,
15,c_sgn_015,choice_image,,險降坡,險升坡,碼頭,1,c_sgn_015.webp,此為「險降坡」警告標誌，提醒駕駛前方有陡峭下坡路段，應採低速檔慢行,,,,,,
16,c_sgn_016,choice_image,,右側斷崖,注意落石,左側斷崖,3,c_sgn_016.webp,此為「左側斷崖」警告標誌，提醒駕駛前方道路左側為斷崖，行車應靠右並小心駕駛,,,,,,
17,c_sgn_017,choice_image,,無柵門鐵路平交道,有柵門鐵路平交道,禁止汽車進入,1,c_sgn_017.webp,此為「無柵門鐵路平交道」警告標誌，提醒駕駛前方有平交道，但未設柵門管制,,,,,,
18,c_sgn_018,choice_image,,注意號誌,危險,慢行,1,c_sgn_018.webp,此為「注意號誌」警告標誌，提醒駕駛前方設有交通號誌，應依規定行駛,,,,,,
19,c_sgn_019,choice_image,,禁止汽車進入,無柵門鐵路平交道,有柵門鐵路平交道,3,c_sgn_019.webp,此為「有柵門鐵路平交道」警告標誌，提醒駕駛前方有平交道，且設有柵門管制,,,,,,
20,c_sgn_020,choice_image,,路面高突,路滑,禁止超車,2,c_sgn_020.webp,此為「路滑」警告標誌，提醒駕駛前方路面濕滑或摩擦力低，行車應特別小心,,,,,,
21,c_sgn_021,choice_image,,狹路,隧道,狹橋,2,c_sgn_021.webp,此為「隧道」警告標誌，提醒駕駛前方道路進入隧道，應開啟頭燈,,,,,,
22,c_sgn_022,choice_image,,禁止汽車進入,當心台車,當心行人,2,c_sgn_022.webp,此為「當心台車」警告標誌，提醒駕駛前方路段可能有台車出入，應注意安全,,,,,,
23,c_sgn_023,choice_image,,當心行人,當心兒童,禁止行人通行,2,c_sgn_023.webp,此為「當心兒童」警告標誌，提醒駕駛前方可能有兒童出沒，應減速慢行,,,,,,
24,c_sgn_024,choice_image,,當心兒童,當心行人,禁止行人通行,2,c_sgn_024.webp,此為「當心行人」警告標誌，提醒駕駛前方路段有行人穿越或通行，應禮讓,,,,,,
25,c_sgn_025,choice_image,,停車再開,讓路,慢行,3,c_sgn_025.webp,此為「慢行」警告標誌，提醒駕駛應減速慢行，注意前方路況，確保行車安全,,,,,,
26,c_sgn_026,choice_image,,險降坡,碼頭、堤岸,路滑,2,c_sgn_026.webp,此為「碼頭、堤岸」警告標誌，提醒駕駛前方臨水，需小心駕駛，慎防墜落,,,,,,
27,c_sgn_027,choice_image,,危險路面,注意左側落石,注意右側落石,3,c_sgn_027.webp,此為「注意右側落石」警告標誌，提醒駕駛前方山區路段右側有落石可能，應提高警覺,,,,,,
28,c_sgn_028,choice_image,,狹橋,危險,慢行,2,c_sgn_028.webp,此為「危險」警告標誌，提醒駕駛前方有特殊危險，應提高警覺並採取必要措施,,,,,,
29,c_sgn_029,choice_image,,靠右行駛,單行道,可以右轉,1,c_sgn_029.webp,此為「靠右行駛」指示標誌，指示車輛應從右側行駛，確保交通順暢,,,,,,
30,c_sgn_030,choice_image,,禁止停車,停車檢查,禁止汽車進入,2,c_sgn_030.webp,此為「停車檢查」指示標誌，指示駕駛人必須停車接受檢查，通常設於檢查哨,,,,,,
31,c_sgn_031,choice_image,,禁止行人通行,停車再開,禁止任何車輛進入,3,c_sgn_031.webp,此為「禁止任何車輛進入」禁制標誌，表示任何車輛皆不可駛入此路段,,,,,,
32,c_sgn_032,choice_image,,禁止行人通行,禁止任何車輛進入,禁止四輪以上汽車進入,3,c_sgn_032.webp,此為「禁止四輪以上汽車進入」禁制標誌，禁止四輪以上車輛駛入，機車則不受限,,,,,,
33,c_sgn_033,choice_image,,禁止任何車輛進入,禁止聯結車進入,禁止大貨車及聯結車進入,2,c_sgn_033.webp,此為「禁止聯結車進入」禁制標誌，禁止聯結車駛入此路段，避免超重或超長,,,,,,
34,c_sgn_034,choice_image,,禁止大型重型機車以外之機車進入,禁止四輪以上汽車進入,禁止任何機車進入,1,c_sgn_034.webp,此為「禁止大型重型機車以外之機車進入」禁制標誌，表示普通重型或輕型機車不可駛入,,,,,,
35,c_sgn_035,choice_image,,禁止任何車輛進入,禁止四輪以上汽車及機車進入,禁止行人通行,2,c_sgn_035.webp,此為「禁止四輪以上汽車及機車進入」禁制標誌，禁止汽車與機車駛入此路段,,,,,,
36,c_sgn_036,choice_image,,禁止迴車,禁止左轉,禁止超車,2,c_sgn_036.webp,此為「禁止迴車」禁制標誌，表示該路段或路口禁止車輛迴轉，應依標誌指示行駛,,,,,,
37,c_sgn_037,choice_image,,禁止超車,禁止會車,禁止汽車進入,1,c_sgn_037.webp,此為「禁止超車」禁制標誌，表示此路段或區域禁止車輛超越前車，以維行車安全,,,,,,
38,c_sgn_038,choice_image,,禁止左轉,禁止迴車,禁止會車,2,c_sgn_038.webp,此為「禁止迴車」禁制標誌，表示該路段或路口禁止車輛迴轉，應依標誌指示行駛,,,,,,
39,c_sgn_039,choice_image,,雙向道,禁止會車,分道,2,c_sgn_039.webp,此為「禁止會車」禁制標誌，表示狹窄路段禁止對向來車同時會車，應停車禮讓,,,,,,
40,c_sgn_040,choice_image,,車輛寬度限制,單行道,車輛高度限制,1,c_sgn_040.webp,此為「車輛寬度限制」禁制標誌，表示進入路段車輛的總寬度不得超過規定數值,,,,,,
41,c_sgn_041,choice_image,,車輛總重限制,車輛載重限制,車輛空重,1,c_sgn_041.webp,此為「車輛總重限制」標誌，表示車輛總重不得超過標誌所示之重量限制,,,,,,
42,c_sgn_042,choice_image,,禁止行人通行,當心行人,當心兒童,1,c_sgn_042.webp,此為「禁止行人通行」標誌，表示該路段禁止行人進入或通過,,,,,,
43,c_sgn_043,choice_image,,最低速限,最高速限,車輛總重限制,2,c_sgn_043.webp,此為「最高速限」標誌，表示車輛行駛速度不得超過標誌所示之時速,,,,,,
44,c_sgn_044,choice_image,,禁止大貨車及聯結車進入,禁止大貨車進入,禁止汽車進入,1,c_sgn_044.webp,此為「禁止大貨車及聯結車進入」標誌，表示禁止大貨車與聯結車進入該路段,,,,,,
45,c_sgn_045,choice_image,,左彎,左轉方向,直行後左轉,3,c_sgn_045.webp,此為「直行後左轉」指示標誌，指示車輛應先直行後再依規定向左轉彎,,,,,,
46,c_sgn_046,choice_image,,單線電化鐵路平交道,雙線以上電化鐵路平交道,單線鐵路平交道,2,c_sgn_046.webp,此為「雙線以上電化鐵路平交道」警告標誌，提醒前方有兩條以上電氣化鐵路平交道,,,,,,
47,c_sgn_047,choice_image,,車輛長度限制,車輛寬度限制,禁止大貨車進入,1,c_sgn_047.webp,此為「車輛長度限制」標誌，表示車輛總長不得超過標誌所示之長度限制,,,,,,
48,c_sgn_048,choice_image,,道路專行車輛,禁行汽車,禁止任何車輛進入,1,c_sgn_048.webp,此為「道路專行車輛」指示標誌，表示該道路或車道僅供特定車種通行,,,,,,
49,c_sgn_049,choice_image,,圓環遵行方向,分道,單行道,1,c_sgn_049.webp,此為「圓環遵行方向」指示標誌，指示車輛進入圓環應依箭頭方向行駛,,,,,,
50,c_sgn_050,choice_image,,行人專用,當心行人,當心兒童,1,c_sgn_050.webp,此為「行人專用」指示標誌，表示該路段或區域僅供行人通行使用,,,,,,
51,c_sgn_051,choice_image,,省道路線編號,市、縣道路線編號,國道路線編號,2,c_sgn_051.webp,此為「市、縣道路線編號」標誌，標示道路為市道或縣道及其編號,,,,,,
52,c_sgn_052,choice_image,,遵行方向,救護站,岔路,2,c_sgn_052.webp,此為「救護站」服務設施標誌，指示前方設有救護站以提供緊急醫療服務,,,,,,
53,c_sgn_053,choice_image,,岔路,此路不通,狹路,2,c_sgn_053.webp,此為「此路不通」警告標誌，表示前方道路為死路，車輛無法繼續通行,,,,,,
54,c_sgn_054,choice_image,,省道路線編號,縣道路線編號,國道路線編號,1,c_sgn_054.webp,此為「省道路線編號」標誌，標示道路為省道及其編號,,,,,,
55,c_sgn_055,choice_image,,閃光黃燈,行車管制號誌,斑馬線閃光號誌,2,c_sgn_055.webp,此為「行車管制號誌」，用以指揮及管制車輛與行人通行，指示駕駛人應遵行,,,,,,
56,c_sgn_056,choice_image,,斑馬線閃光號誌,特種閃光「黃燈」號誌,閃光紅燈號誌,2,c_sgn_056.webp,此為「特種閃光『黃燈』號誌」，指示駕駛人應減速慢行，並注意安全，小心通過,,,,,,
57,c_sgn_057,choice_image,,行人專用號誌,閃光黃燈,行人穿越道號誌,1,c_sgn_057.webp,此為「行人專用號誌」，指示行人通行或停止，車輛應禮讓行人優先通行,,,,,,
58,c_sgn_058,choice_image,,閃光黃燈,閃光紅燈號誌,行人穿越道號誌,3,c_sgn_058.webp,此為「行人穿越道號誌」，指示行人可通行或停止，車輛行經行人穿越道應禮讓,,,,,,
59,c_sgn_059,choice_image,,右道封閉,左道封閉,車輛改道,2,c_sgn_059.webp,此為「左道封閉」警告標誌，表示前方左側車道因故封閉，請注意行車安全,,,,,,
60,c_sgn_060,choice_image,,右道封閉,左道封閉,車輛改道,1,c_sgn_060.webp,此為「右道封閉」警告標誌，表示前方右側車道因故封閉，請注意行車安全,,,,,,
61,c_sgn_061,choice_image,,道路封閉,車輛改道,道路施工,3,c_sgn_061.webp,此為「道路施工」警告標誌，警告駕駛前方有道路施工，請減速慢行並注意安全,,,,,,
62,c_sgn_062,choice_image,,左道封閉,右道封閉,車輛改道,3,c_sgn_062.webp,此為「車輛改道」指示標誌，指示車輛應依指示方向改道行駛,,,,,,
63,c_sgn_063,choice_image,,指示改道方向,單行道,右轉方向指示,1,c_sgn_063.webp,此為「指示改道方向」標誌，明確指示車輛應改道行駛的方向,,,,,,
64,c_sgn_064,choice_image,,道路施工,道路封閉,車輛改道,2,c_sgn_064.webp,此為「道路封閉」標誌，表示前方道路已封閉，禁止車輛通行,,,,,,
65,c_sgn_065,choice_image,,救護站,加油站,修理站,3,c_sgn_065.webp,此為「修理站」服務設施標誌，指示前方設有車輛修理服務站,,,,,,
66,c_sgn_066,choice_image,,直行後右轉,直行後左轉,左轉遵行方向,1,c_sgn_066.webp,此為「直行後右轉」指示標誌，指示車輛應先直行後再向右轉彎,,,,,,
67,c_sgn_067,choice_image,,人行天橋,人行地下道,停車處,2,c_sgn_067.webp,此為「人行地下道」服務設施標誌，指示前方設有人行地下道供行人穿越,,,,,,
68,c_sgn_068,choice_image,道路指定,汽車專行,大客車專行,自行車及大型重型機車以外之機車專行,3,c_sgn_068.webp,該道路或車道僅限自行車及大型重型機車以外的機車通行，其他車種禁止進入,,,,,,
69,c_sgn_069,choice_image,,救護站,修理站,加油站,3,c_sgn_069.webp,此為「加油站」服務設施標誌，指示前方設有加油站，可提供燃油補給,,,,,,
70,c_sgn_070,choice_image,,餐旅服務,加油站,修理站,1,c_sgn_070.webp,此為「餐旅服務」設施標誌，指示前方設有餐廳、旅館等餐飲住宿服務,,,,,,
71,c_sgn_071,choice_image,,左轉方向,右轉方向,左右轉方向,2,c_sgn_071.webp,此為「右轉方向」指示標誌，指示車輛應向右轉彎,,,,,,
72,c_sgn_072,choice_image,,禁制標誌,車輛故障標誌,危險標誌,2,c_sgn_072.webp,此為「車輛故障標誌」，於車輛故障停於路邊時豎立，警示其他用路人,,,,,,
73,c_sgn_073,choice_image,圖中白色倒三角型標線是：,讓路線,停止線,路中障礙物體線,1,c_sgn_073.webp,圖中白色倒三角形標線為「讓路線」，指示車輛應暫停或減速，讓主幹線車輛先行,,,,,,
74,c_sgn_074,choice_image,,停車線,近障礙物線,車輛停放線,3,c_sgn_074.webp,此為「車輛停放線」，劃設於路面以標示停車位範圍，供車輛停放使用,,,,,,
75,c_sgn_075,choice_image,圖中箭頭所指白色實線為：,路面邊線,車道線,雙方禁止超車線,1,c_sgn_075.webp,箭頭所指白色實線為「路面邊線」，劃分行車道與路肩，用以指示路面範圍,,,,,,
76,c_sgn_076,choice_image,,近障礙物線,近鐵路平交道線,路寬變更線,3,c_sgn_076.webp,此為「路寬變更線」，警告駕駛前方道路寬度縮減或車道數減少，應注意行車安全,,,,,,
77,c_sgn_077,choice_image,圖中白色虛線為：,斑馬紋行人穿越道線,車道線,路面邊線,2,c_sgn_077.webp,圖中白色虛線為「車道線」，用以分隔同向車道，允許駕駛在安全情況下變換車道,,,,,,
78,c_sgn_078,choice_image,,近鐵路平交道線,近障礙物線,路寬變更線,1,c_sgn_078.webp,此為「近鐵路平交道線」，警告駕駛前方有鐵路平交道，應減速注意安全,,,,,,
79,c_sgn_079,choice_image,,禁止停車線,行車分向線,指向線,3,c_sgn_079.webp,此為「指向線」，指示駕駛車輛行駛至路口應遵循的行駛方向，以免誤入他道,,,,,,
80,c_sgn_080,choice_image,圖中黃色雙實線為：,單向禁止超車線,雙向禁止超車線,車道線,2,c_sgn_080.webp,圖中黃色雙實線為「雙向禁止超車線」，表示雙向車輛均不得跨越或壓線超車,,,,,,
81,c_sgn_081,choice_image,圖中黃色單實線與黃色虛線併列部分為：,單向禁止超車線,雙向禁止超車線,車道線,1,c_sgn_081.webp,圖中黃色單實線與虛線併列為「單向禁止超車線」，實線側車輛禁止超車，虛線側可超車,,,,,,
82,c_sgn_082,choice_image,圖中白色雙實線為：,分向限制線,雙向禁止超車線,禁止變換車道線,3,c_sgn_082.webp,圖中白色雙實線為「禁止變換車道線」，表示行駛於該車道之車輛，不得變換車道,,,,,,
83,c_sgn_083,choice_image,圖中黃色實線為：,禁止停車線,禁止臨時停車線,車輛停放線,1,c_sgn_083.webp,圖中黃色實線為「禁止停車線」，表示全日二十四小時禁止停車，但允許臨時停車,,,,,,
84,c_sgn_084,choice_image,圖中紅色實線為：,禁止停車線,禁止臨時停車線,車輛停放線,2,c_sgn_084.webp,圖中紅色實線為「禁止臨時停車線」，表示全日二十四小時禁止停車及臨時停車,,,,,,
85,c_sgn_085,choice_image,圖中黃色虛線為：,車道線,分向限制線,行車分向線,3,c_sgn_085.webp,圖中黃色虛線為「行車分向線」，分隔對向車道，允許駕駛在安全情況下超車或迴轉,,,,,,
86,c_sgn_086,choice_image,圖中白色斜紋線為：,斑馬紋行人穿越道線,枕木紋行人穿越道線,停止線,1,c_sgn_086.webp,圖中白色斜紋線是指「斑馬紋行人穿越道線」，指示行人穿越馬路之專用道，車輛應禮讓,,,,,,
87,c_sgn_087,choice_image,圖中白色橫向實線為：,車輛停放線,禁止超車線,停止線,3,c_sgn_087.webp,圖中白色橫向實線為「停止線」，指示車輛應於號誌或標誌前停車等待,,,,,,
88,c_sgn_088,choice_image,圖中白色紋線為：,斑馬紋行人穿越道線,枕木紋行人穿越道線,停止線,2,c_sgn_088.webp,圖中白色紋線為「枕木紋行人穿越道線」，指示行人穿越馬路之專用道，車輛應禮讓,,,,,,
89,c_sgn_089,choice_image,圖中黃色雙實線為：,分向限制線,禁止變換車道線,車道線,1,c_sgn_089.webp,圖中黃色雙實線為「分向限制線」，劃分對向車道，嚴格禁止車輛跨越或迴轉,,,,,,
90,c_sgn_090,choice_image,,路中障礙物體線,近障礙物線,路寬變更線,2,c_sgn_090.webp,此為「近障礙物線」，警告駕駛前方路面有障礙物，應注意避讓，確保行車安全,,,,,,
91,c_sgn_091,choice_image,圖中網狀線，用以告示車輛駕駛人在本標線範圍內：,可以臨時停車,禁止臨時停車,禁止停車,2,c_sgn_091.webp,網狀線標線代表禁止臨時停車，以保持路口淨空,,,,,,
92,c_sgn_092,choice_image,圖中白色虛線為：,轉彎線,網狀線,槽化線,1,c_sgn_092.webp,圖中白色虛線為轉彎線，用以輔助車輛轉彎時之行駛,,,,,,
93,c_sgn_093,choice_image,,身心障礙者專用停車位,停止線,禁止停車線,1,c_sgn_093.webp,此標誌為身心障礙者專用停車位，限持有證明者停放,,,,,,
94,c_sgn_094,choice_image,,全部車輛停止,前後來車停止，左右來車通行,前方來車停止通行,2,c_sgn_094.webp,此為交通指揮手勢，表示前後來車停止，左右來車通行,,,,,,
95,c_sgn_095,choice_image,,右方來車左轉彎,右方來車速行,左方來車速行,1,c_sgn_095.webp,此為交通指揮手勢，指示右方來車應左轉彎,,,,,,
96,c_sgn_096,choice_image,,右方來車停止,右方來車左轉彎,右方來車速行,1,c_sgn_096.webp,此為交通指揮手勢，指示右方來車停止,,,,,,
97,c_sgn_097,choice_image,,右方來車停止,左方來車通行,右方來車速行,3,c_sgn_097.webp,此為交通指揮手勢，指示右方來車應加速通行,,,,,,
98,c_sgn_098,choice_image,,左方來車速行,左方來車左轉彎,右方來車停止,2,c_sgn_098.webp,此為交通指揮手勢，指示左方來車應左轉彎,,,,,,
99,c_sgn_099,choice_image,,前方來車停止通行,前後來車停止，左右來車通行,全部車輛停止,3,c_sgn_099.webp,此為交通指揮手勢，表示所有方向的車輛都必須停止,,,,,,
100,c_sgn_100,choice_image,,前方來車停止,前後停止左右通行,全部車輛停止,1,c_sgn_100.webp,此為交通指揮手勢，指示前方來車停止通行,,,,,,
101,c_sgn_101,choice_image,左臂向上，手掌向右微曲，表示：,右轉彎,左轉彎,讓後車超車,1,c_sgn_101.webp,左臂向上手掌向右微曲是手勢信號，表示車輛將向右轉彎,,,,,,
102,c_sgn_102,choice_image,左臂平伸，手掌向下，表示：,右轉彎,左轉彎,慢行,2,c_sgn_102.webp,左臂平伸手掌向下是手勢信號，表示車輛將向左轉彎,,,,,,
103,c_sgn_103,choice_image,左臂向下垂伸，手掌向後，表示：,減速暫停,讓後車超越,倒車,1,c_sgn_103.webp,左臂向下垂伸手掌向後是手勢信號，表示駕駛人將減速或暫時停止,,,,,,
104,c_sgn_104,choice_image,左臂向下作４５度垂伸，手掌向前並前後擺動，表示：,倒車,慢行,讓後車超越,3,c_sgn_104.webp,左臂４５度垂伸手掌向前擺動是手勢信號，表示讓後方車輛超越,,,,,,
105,c_sgn_105,choice_image,,開亮頭燈,注意號誌,按鳴喇叭,1,c_sgn_105.webp,此為汽車儀表指示燈，表示應開啟頭燈,,,,,,
106,c_sgn_106,choice_image,,道路指定四輪以上汽車與汽缸總排氣量 550 立方公分以上大型重型機車專行,道路指定自行車與機車專行,道路禁止四輪以上汽車與汽缸總排氣量 550 立方公分以上大型重型機車進入,1,c_sgn_106.webp,此為「指定專行車道標誌」，表示道路限四輪以上汽車及 550cc 以上大型重機行駛,,,,,,
107,c_sgn_107,choice_image,,車道指定四輪以上汽車專行,車道指定四輪以上汽車及汽缸總排氣量 550 立方公分以上大型重型機車專行,車道指定汽缸總排氣量 550 立方公分以上大型重型機車專行,2,c_sgn_107.webp,此為「指定專行車道標誌」，表示該車道限四輪以上汽車及 550cc 以上大型重機專行,,,,,,
108,c_sgn_108,choice_image,,禁止汽缸總排氣量 550 立方公分以上大型重型機車進入,汽缸總排氣量 550 立方公分以上大型重型機車專用車道,禁止自行車進入,1,c_sgn_108.webp,此為「禁止大型重型機車進入」標誌，禁止 550cc 以上大型重機車輛進入,,,,,,
109,c_sgn_109,choice_image,,車輛長度限制,最高速限,行車安全距離限制,3,c_sgn_109.webp,此為「行車安全距離限制」標誌，提醒駕駛人保持安全行車距離,,,,,,
110,c_sgn_110,choice_image,本標誌是,縣道路線編號,省道路線編號,國道路線編號,3,c_sgn_110.webp,此為「國道路線編號」標誌，表示該路段為國道路線,,,,,,
111,c_sgn_111,choice_image,警告駕駛人注意,前方右側有車插會,前方左側有車插會,岔路,1,c_sgn_111.webp,此為「右側車道併入」警告標誌，提醒前方右側車輛可能匯入,,,,,,
112,c_sgn_112,choice_image,限制出口匝道上最高行駛速度為每小時,６０公里,４０公里,８０公里,2,c_sgn_112.webp,此為「出口匝道速限標誌」，指示車輛在該出口匝道上最高速限為每小時 40 公里,,,,,,
113,c_sgn_113,choice_image,本標誌為,出口,車道,地名之指示標誌,2,c_sgn_113.webp,此為「車道指示標誌」，用以指示車輛應行駛之車道,,,,,,
114,c_sgn_114,choice_image,本標誌是：,單行道,遵行方向,指示改道方向,3,c_sgn_114.webp,此為「指示改道方向」標誌，引導駕駛人依指示方向改道行駛,,,,,,
115,c_sgn_115,choice_image,本標誌為,警告標誌,車輛故障標誌,施工標誌,2,c_sgn_115.webp,此為「車輛故障標誌」，應於車輛故障停於路上時放置，提醒後方來車,,,,,,
116,c_sgn_116,choice_image,本標誌為：,地名里程指示,方向里程指示,地名方向指示,3,c_sgn_116.webp,此為「地名方向指示標誌」，指示前往某地所需行駛的方向,,,,,,
117,c_sgn_117,choice_image,指示,高速公路出口,高速公路服務區,高速公路指引,3,c_sgn_117.webp,此為「高速公路指引標誌」，提供高速公路路線、出口或服務資訊,,,,,,
118,c_sgn_118,choice_image,本標誌為,道路施工,車輛改道,道路封閉,1,c_sgn_118.webp,此為「道路施工」標誌，提醒駕駛人前方道路有施工情形，應減速慢行,,,,,,
119,c_sgn_119,choice_image,本號誌是：,車道管制號誌，表示本車道封閉,前有岔道,行車管制號誌,1,c_sgn_119.webp,此為「車道管制號誌」中表示車道封閉，車輛應變換車道或改道,,,,,,
120,c_sgn_120,choice_image,本標誌是：,里程碑,里程牌,縣道路線編號,2,c_sgn_120.webp,此為「里程牌」標誌，用以指示道路的里程數,,,,,,
121,c_sgn_121,choice_image,圖中最外側的路面邊線與車道線中間的白色實線為何種標線？,快慢車道分隔線,行車分向線,雙方禁止超車線,1,c_sgn_121.webp,圖中白色實線為快慢車道分隔線，分隔快車道與慢車道,,,,,,
122,c_sgn_122,choice_image,,當心自行車,當心行人,當心機車,1,c_sgn_122.webp,此為「當心自行車」警告標誌，提醒駕駛人注意自行車,,,,,,
123,c_sgn_123,choice_image,,近鐵路平交道,高(快)速公路車輛保持距離,高(快)速公路出口距離,3,c_sgn_123.webp,此為高速公路出口距離標示，提醒駕駛人前方將有出口,,,,,,
124,c_sgn_124,choice_image,,高(快)速公路交流道名稱,地名里程,高（快）速公路出口距離,1,c_sgn_124.webp,圖中標誌為高速公路交流道名稱，指示當前所在或前方交流道名稱,,,,,,
125,c_sgn_125,choice_image,,產業道路,縣道路線編號標誌,區、鄉道路線編號標誌,3,c_sgn_125.webp,圖中標誌為區、鄉道路線編號，表示該路段為區鄉道,,,,,,
126,c_sgn_126,choice_image,,一般公路之省道路線編號標誌,快速公路之省道路線編號標誌,最高速限標誌,2,c_sgn_126.webp,此為「快速公路省道路線編號標誌」，表示該路段為省道快速公路,,,,,,
127,c_sgn_127,choice_image,,停車處,公園,迴轉道,1,c_sgn_127.webp,圖中標誌為「停車處」，指示此處可供停車,,,,,,
128,c_sgn_128,choice_image,,捷運車站,鐵路車站,高速鐵路車站,1,c_sgn_128.webp,此為「捷運車站」標誌，指示前方設有捷運車站,,,,,,
129,c_sgn_129,choice_image,,港埠,渡口,修理站,1,c_sgn_129.webp,此為「港埠」標誌，指示前方設有港口或碼頭設施,,,,,,
130,c_sgn_130,choice_image,,捷運車站,鐵路車站,高速鐵路車站,2,c_sgn_130.webp,圖中標誌為「鐵路車站」，指示前方設有火車站,,,,,,
131,c_sgn_131,choice_image,,捷運車站,鐵路車站,高速鐵路車站,3,c_sgn_131.webp,圖中標誌為「高速鐵路車站」，指示前方設有高鐵車站,,,,,,
132,c_sgn_132,choice_image,,公路汽車客運車站或轉運站,捷運車站,計程車招呼站,1,c_sgn_132.webp,此為「公路客運車站」標誌，指示前方設有公路客運站或轉運站,,,,,,
133,c_sgn_133,choice_image,,車道指定自行車專行,車道指定汽車專行,車道指定機車專行,1,c_sgn_133.webp,此為「自行車專用車道」標誌，表示該車道僅供自行車通行,,,,,,
134,c_sgn_134,choice_image,圖中路口交叉型標線是？,對角線行人穿越道線,網狀線,自行車穿越道線,1,c_sgn_134.webp,圖中交叉型標線為對角線行人穿越道線，行人可斜向穿越路口,,,,,,
135,c_sgn_135,choice_image,駕駛人如果在道路上發現圖中的橫向標線時，應該如何反應？,減速慢行,加速通過,檢查輪胎,1,c_sgn_135.webp,圖中橫向標線為減速標線，提醒駕駛人應減速慢行,,,,,,
136,c_sgn_136,choice_image,自行車騎士手勢預告即將,右轉,左轉,減速暫停,1,c_sgn_136.webp,自行車騎士欲右轉時，可伸出左手臂向上彎曲，手掌心向前；或右手臂向右平伸,,,,,,
137,c_sgn_137,choice_image,自行車騎士手勢預告即將,右轉,左轉,減速暫停,3,c_sgn_137.webp,自行車騎士欲減速暫停時，應伸出左手臂向下彎曲，手掌心向後,,,,,,
